objective_name,variable_name,coefficient
PENALTY,R0100710,-32.55
PENALTY,R0300711,200
PENALTY,R0200711,-40
PENALTY,R0100711,-21
PENALTY,R0300712,270
PENALTY,R0200712,-54
PENALTY,R0100712,-28.35
PENALTY,R0300713,310
PENALTY,R0200713,-62
PENALTY,R0100713,-32.55
PENALTY,R0300714,200
PENALTY,R0200714,-40
PENALTY,R0100714,-21
PENALTY,R0300715,200
PENALTY,R0200715,-40
PENALTY,R0100715,-21
PENALTY,R0300716,200
PENALTY,R0200716,-40
PENALTY,R0100716,-21
PENALTY,R0300717,230
PENALTY,R0200717,-46
PENALTY,R0100717,-24.15
PENALTY,R0300718,200
PENALTY,R0200718,-40
PENALTY,R0100718,-21
PENALTY,R0300719,200
PENALTY,R0200719,-40
PENALTY,R0100719,-21
PENALTY,R0300720,240
PENALTY,R0200720,-48
PENALTY,R0100720,-25.2
PENALTY,R0300721,290
PENALTY,R0200721,-58
PENALTY,R0100721,-30.45
PENALTY,R0300722,200
PENALTY,R0200722,-40
PENALTY,R0100722,-21
PENALTY,R0300723,210
PENALTY,R0200723,-42
PENALTY,R0100723,-22.05
PENALTY,R0300724,230
PENALTY,R0200724,-46
PENALTY,R0100724,-24.15
PENALTY,R0300725,200
PENALTY,R0200725,-40
PENALTY,R0100725,-21
PENALTY,R0300726,200
PENALTY,R0200726,-40
PENALTY,R0100726,-21
PENALTY,R0300727,230
PENALTY,R0200727,-46
PENALTY,R0100727,-24.15
PENALTY,R0300728,200
PENALTY,R0200728,-40
PENALTY,R0100728,-21
PENALTY,R0300729,220
PENALTY,R0200729,-44
PENALTY,R0100729,-23.1
PENALTY,R0300730,200
PENALTY,R0200730,-40
PENALTY,R0100730,-21
PENALTY,R0300731,220
PENALTY,R0200731,-44
PENALTY,R0100731,-23.1
PENALTY,R0300732,210
PENALTY,R0200732,-42
PENALTY,R0100732,-22.05
PENALTY,R0300733,200
PENALTY,R0200733,-40
PENALTY,R0100733,-21
PENALTY,R0300734,200
PENALTY,R0200734,-40
PENALTY,R0100734,-21
PENALTY,R0300735,200
PENALTY,R0200735,-40
PENALTY,R0100735,-21
PENALTY,R0300736,200
PENALTY,R0200736,-40
PENALTY,R0100736,-21
PENALTY,R0300737,220
PENALTY,R0200737,-44
PENALTY,R0100737,-23.1
PENALTY,R0300738,200
PENALTY,R0200738,-40
PENALTY,R0100738,-21
PENALTY,R0300739,210
PENALTY,R0200739,-42
PENALTY,R0100739,-22.05
PENALTY,R0300740,200
PENALTY,R0200740,-40
PENALTY,R0100740,-21
PENALTY,R0300741,770
PENALTY,R0200741,-154
PENALTY,R0100741,-80.85
PENALTY,R0300742,200
PENALTY,R0200742,-40
PENALTY,R0100742,-21
PENALTY,R0300743,200
PENALTY,R0200743,-40
PENALTY,R0100743,-21
PENALTY,R0300744,500
PENALTY,R0200744,-100
PENALTY,R0100744,-52.5
PENALTY,R0300745,220
PENALTY,R0200745,-44
PENALTY,R0100745,-23.1
PENALTY,R0300746,420
PENALTY,R0200746,-84
PENALTY,R0100746,-44.1
PENALTY,R0300747,200
PENALTY,R0200747,-40
PENALTY,R0100747,-21
PENALTY,R0300748,200
PENALTY,R0200748,-40
PENALTY,R0100748,-21
PENALTY,R0300749,200
PENALTY,R0200749,-40
PENALTY,R0100749,-21
PENALTY,R0300750,260
PENALTY,R0200750,-52
PENALTY,R0100750,-27.3
PENALTY,R0300751,200
PENALTY,R0200751,-40
PENALTY,R0100751,-21
PENALTY,R0300752,200
PENALTY,R0200752,-40
PENALTY,R0100752,-21
PENALTY,R0300753,200
PENALTY,R0200753,-40
PENALTY,R0100753,-21
PENALTY,R0300754,200
PENALTY,R0200754,-40
PENALTY,R0100754,-21
PENALTY,R0300755,200
PENALTY,R0200755,-40
PENALTY,R0100755,-21
PENALTY,R0300756,350
PENALTY,R0200756,-70
PENALTY,R0100756,-36.75
PENALTY,R0300757,200
PENALTY,R0200757,-40
PENALTY,R0100757,-21
PENALTY,R0300758,200
PENALTY,R0200758,-40
PENALTY,R0100758,-21
PENALTY,R0300759,460
PENALTY,R0200759,-92
PENALTY,R0100759,-48.3
PENALTY,R0300760,260
PENALTY,R0200760,-52
PENALTY,R0100760,-27.3
PENALTY,R0300761,330
PENALTY,R0200761,-66
PENALTY,R0100761,-34.65
PENALTY,R0300762,520
PENALTY,R0200762,-104
PENALTY,R0100762,-54.6
PENALTY,R0300763,200
PENALTY,R0200763,-40
PENALTY,R0100763,-21
PENALTY,R0300764,280
PENALTY,R0200764,-56
PENALTY,R0100764,-29.4
PENALTY,R0300765,200
PENALTY,R0200765,-40
PENALTY,R0100765,-21
PENALTY,R0300766,510
PENALTY,R0200766,-102
PENALTY,R0100766,-53.55
PENALTY,R0300767,360
PENALTY,R0200767,-72
PENALTY,R0100767,-37.8
PENALTY,R0300768,200
PENALTY,R0200768,-40
PENALTY,R0100768,-21
PENALTY,R0300769,200
PENALTY,R0200769,-40
PENALTY,R0100769,-21
PENALTY,R0300770,590
PENALTY,R0200770,-118
PENALTY,R0100770,-61.95
PENALTY,R0300771,200
PENALTY,R0200771,-40
PENALTY,R0100771,-21
PENALTY,R0300772,200
PENALTY,R0200772,-40
PENALTY,R0100772,-21
PENALTY,R0300773,260
PENALTY,R0200773,-52
PENALTY,R0100773,-27.3
PENALTY,R0300774,200
PENALTY,R0200774,-40
PENALTY,R0100774,-21
PENALTY,R0300775,200
PENALTY,R0200775,-40
PENALTY,R0100775,-21
PENALTY,R0300776,200
PENALTY,R0200776,-40
PENALTY,R0100776,-21
PENALTY,R0300777,220
PENALTY,R0200777,-44
PENALTY,R0100777,-23.1
PENALTY,R0300778,200
PENALTY,R0200778,-40
PENALTY,R0100778,-21
PENALTY,R0300779,340
PENALTY,R0200779,-68
PENALTY,R0100779,-35.7
PENALTY,R0300780,200
PENALTY,R0200780,-40
PENALTY,R0100780,-21
PENALTY,R0300781,200
PENALTY,R0200781,-40
PENALTY,R0100781,-21
PENALTY,R0300782,200
PENALTY,R0200782,-40
PENALTY,R0100782,-21
PENALTY,R0300783,200
PENALTY,R0200783,-40
PENALTY,R0100783,-21
PENALTY,R0300784,200
PENALTY,R0200784,-40
PENALTY,R0100784,-21
PENALTY,R0300785,200
PENALTY,R0200785,-40
PENALTY,R0100785,-21
PENALTY,R0300786,200
PENALTY,R0200786,-40
PENALTY,R0100786,-21
PENALTY,R0300787,200
PENALTY,R0200787,-40
PENALTY,R0100787,-21
PENALTY,R0300788,200
PENALTY,R0200788,-40
PENALTY,R0100788,-21
PENALTY,R0300789,200
PENALTY,R0200789,-40
PENALTY,R0100789,-21
PENALTY,R0300790,200
PENALTY,R0200790,-40
PENALTY,R0100790,-21
PENALTY,R0300791,240
PENALTY,R0200791,-48
PENALTY,R0100791,-25.2
PENALTY,R0300792,200
PENALTY,R0200792,-40
PENALTY,R0100792,-21
PENALTY,R0300793,270
PENALTY,R0200793,-54
PENALTY,R0100793,-28.35
PENALTY,R0300794,290
PENALTY,R0200794,-58
PENALTY,R0100794,-30.45
PENALTY,R0300795,210
PENALTY,R0200795,-42
PENALTY,R0100795,-22.05
PENALTY,R0300796,200
PENALTY,R0200796,-40
PENALTY,R0100796,-21
PENALTY,R0300797,200
PENALTY,R0200797,-40
PENALTY,R0100797,-21
PENALTY,R0300798,200
PENALTY,R0200798,-40
PENALTY,R0100798,-21
PENALTY,R0300799,200
PENALTY,R0200799,-40
PENALTY,R0100799,-21
PENALTY,R0300800,200
PENALTY,R0200800,-40
PENALTY,R0100800,-21
PENALTY,R0300801,200
PENALTY,R0200801,-40
PENALTY,R0100801,-21
PENALTY,R0300802,300
PENALTY,R0200802,-60
PENALTY,R0100802,-31.5
PENALTY,R0300803,410
PENALTY,R0200803,-82
PENALTY,R0100803,-43.05
PENALTY,R0300804,200
PENALTY,R0200804,-40
PENALTY,R0100804,-21
PENALTY,R0300805,200
PENALTY,R0200805,-40
PENALTY,R0100805,-21
PENALTY,R0300806,200
PENALTY,R0200806,-40
PENALTY,R0100806,-21
PENALTY,R0300807,200
PENALTY,R0200807,-40
PENALTY,R0100807,-21
PENALTY,R0300808,200
PENALTY,R0200808,-40
PENALTY,R0100808,-21
PENALTY,R0300809,200
PENALTY,R0200809,-40
PENALTY,R0100809,-21
PENALTY,R0300810,200
PENALTY,R0200810,-40
PENALTY,R0100810,-21
PENALTY,R0300811,310
PENALTY,R0200811,-62
PENALTY,R0100811,-32.55
PENALTY,R0300812,200
PENALTY,R0200812,-40
PENALTY,R0100812,-21
PENALTY,R0300813,270
PENALTY,R0200813,-54
PENALTY,R0100813,-28.35
PENALTY,R0300814,320
PENALTY,R0200814,-64
PENALTY,R0100814,-33.6
PENALTY,R0300815,200
PENALTY,R0200815,-40
PENALTY,R0100815,-21
PENALTY,R0300816,200
PENALTY,R0200816,-40
PENALTY,R0100816,-21
PENALTY,R0300817,200
PENALTY,R0200817,-40
PENALTY,R0100817,-21
PENALTY,R0300818,200
PENALTY,R0200818,-40
PENALTY,R0100818,-21
PENALTY,R0300819,200
PENALTY,R0200819,-40
PENALTY,R0100819,-21
PENALTY,R0300820,200
PENALTY,R0200820,-40
PENALTY,R0100820,-21
PENALTY,R0300821,200
PENALTY,R0200821,-40
PENALTY,R0100821,-21
PENALTY,R0300822,200
PENALTY,R0200822,-40
PENALTY,R0100822,-21
PENALTY,R0300823,200
PENALTY,R0200823,-40
PENALTY,R0100823,-21
PENALTY,R0300824,230
PENALTY,R0200824,-46
PENALTY,R0100824,-24.15
PENALTY,R0300825,260
PENALTY,R0200825,-52
PENALTY,R0100825,-27.3
PENALTY,R0300826,200
PENALTY,R0200826,-40
PENALTY,R0100826,-21
PENALTY,R0300827,200
PENALTY,R0200827,-40
PENALTY,R0100827,-21
PENALTY,R0300828,200
PENALTY,R0200828,-40
PENALTY,R0100828,-21
PENALTY,R0300829,540
PENALTY,R0200829,-108
PENALTY,R0100829,-56.7
PENALTY,R0300830,350
PENALTY,R0200830,-70
PENALTY,R0100830,-36.75
PENALTY,R0300831,260
PENALTY,R0200831,-52
PENALTY,R0100831,-27.3
PENALTY,R0300832,200
PENALTY,R0200832,-40
PENALTY,R0100832,-21
PENALTY,R0300833,340
PENALTY,R0200833,-68
PENALTY,R0100833,-35.7
PENALTY,R0300834,390
PENALTY,R0200834,-78
PENALTY,R0100834,-40.95
PENALTY,R0300835,200
PENALTY,R0200835,-40
PENALTY,R0100835,-21
PENALTY,R0300836,200
PENALTY,R0200836,-40
PENALTY,R0100836,-21
PENALTY,R0300837,200
PENALTY,R0200837,-40
PENALTY,R0100837,-21
PENALTY,R0300838,290
PENALTY,R0200838,-58
PENALTY,R0100838,-30.45
PENALTY,R0300839,200
PENALTY,R0200839,-40
PENALTY,R0100839,-21
PENALTY,R0300840,200
PENALTY,R0200840,-40
PENALTY,R0100840,-21
PENALTY,R0300841,200
PENALTY,R0200841,-40
PENALTY,R0100841,-21
PENALTY,R0300842,200
PENALTY,R0200842,-40
PENALTY,R0100842,-21
PENALTY,R0300843,200
PENALTY,R0200843,-40
PENALTY,R0100843,-21
PENALTY,R0300844,270
PENALTY,R0200844,-54
PENALTY,R0100844,-28.35
PENALTY,R0300845,200
PENALTY,R0200845,-40
PENALTY,R0100845,-21
PENALTY,R0300846,200
PENALTY,R0200846,-40
PENALTY,R0100846,-21
PENALTY,R0300847,200
PENALTY,R0200847,-40
PENALTY,R0100847,-21
PENALTY,R0300848,200
PENALTY,R0200848,-40
PENALTY,R0100848,-21
PENALTY,R0300849,260
PENALTY,R0200849,-52
PENALTY,R0100849,-27.3
PENALTY,R0300850,200
PENALTY,R0200850,-40
PENALTY,R0100850,-21
PENALTY,R0300851,200
PENALTY,R0200851,-40
PENALTY,R0100851,-21
PENALTY,R0300852,200
PENALTY,R0200852,-40
PENALTY,R0100852,-21
PENALTY,R0300853,200
PENALTY,R0200853,-40
PENALTY,R0100853,-21
PENALTY,R0300854,200
PENALTY,R0200854,-40
PENALTY,R0100854,-21
PENALTY,R0300855,200
PENALTY,R0200855,-40
PENALTY,R0100855,-21
PENALTY,R0300856,270
PENALTY,R0200856,-54
PENALTY,R0100856,-28.35
PENALTY,R0300857,200
PENALTY,R0200857,-40
PENALTY,R0100857,-21
PENALTY,R0300858,200
PENALTY,R0200858,-40
PENALTY,R0100858,-21
PENALTY,R0300859,200
PENALTY,R0200859,-40
PENALTY,R0100859,-21
PENALTY,R0300860,450
PENALTY,R0200860,-90
PENALTY,R0100860,-47.25
PENALTY,R0300861,200
PENALTY,R0200861,-40
PENALTY,R0100861,-21
PENALTY,R0300862,200
PENALTY,R0200862,-40
PENALTY,R0100862,-21
PENALTY,R0300863,200
PENALTY,R0200863,-40
PENALTY,R0100863,-21
PENALTY,R0300864,200
PENALTY,R0200864,-40
PENALTY,R0100864,-21
PENALTY,R0300865,290
PENALTY,R0200865,-58
PENALTY,R0100865,-30.45
PENALTY,R0300866,200
PENALTY,R0200866,-40
PENALTY,R0100866,-21
PENALTY,R0300867,200
PENALTY,R0200867,-40
PENALTY,R0100867,-21
PENALTY,R0300868,370
PENALTY,R0200868,-74
PENALTY,R0100868,-38.85
PENALTY,R0300869,210
PENALTY,R0200869,-42
PENALTY,R0100869,-22.05
PENALTY,R0300870,390
PENALTY,R0200870,-78
PENALTY,R0100870,-40.95
PENALTY,R0300871,200
PENALTY,R0200871,-40
PENALTY,R0100871,-21
PENALTY,R0300872,230
PENALTY,R0200872,-46
PENALTY,R0100872,-24.15
PENALTY,R0300873,230
PENALTY,R0200873,-46
PENALTY,R0100873,-24.15
PENALTY,R0300874,200
PENALTY,R0200874,-40
PENALTY,R0100874,-21
PENALTY,R0300875,200
PENALTY,R0200875,-40
PENALTY,R0100875,-21
PENALTY,R0300876,200
PENALTY,R0200876,-40
PENALTY,R0100876,-21
PENALTY,R0300877,200
PENALTY,R0200877,-40
PENALTY,R0100877,-21
PENALTY,R0300878,200
PENALTY,R0200878,-40
PENALTY,R0100878,-21
PENALTY,R0300879,200
PENALTY,R0200879,-40
PENALTY,R0100879,-21
PENALTY,R0300880,200
PENALTY,R0200880,-40
PENALTY,R0100880,-21
PENALTY,R0300881,200
PENALTY,R0200881,-40
PENALTY,R0100881,-21
PENALTY,R0300882,390
PENALTY,R0200882,-78
PENALTY,R0100882,-40.95
PENALTY,R0300883,210
PENALTY,R0200883,-42
PENALTY,R0100883,-22.05
PENALTY,R0300884,340
PENALTY,R0200884,-68
PENALTY,R0100884,-35.7
PENALTY,R0300885,200
PENALTY,R0200885,-40
PENALTY,R0100885,-21
PENALTY,R0300886,200
PENALTY,R0200886,-40
PENALTY,R0100886,-21
PENALTY,R0300887,200
PENALTY,R0200887,-40
PENALTY,R0100887,-21
PENALTY,R0300888,200
PENALTY,R0200888,-40
PENALTY,R0100888,-21
PENALTY,R0300889,200
PENALTY,R0200889,-40
PENALTY,R0100889,-21
PENALTY,R0300890,200
PENALTY,R0200890,-40
PENALTY,R0100890,-21
PENALTY,R0300891,200
PENALTY,R0200891,-40
PENALTY,R0100891,-21
PENALTY,R0300892,200
PENALTY,R0200892,-40
PENALTY,R0100892,-21
PENALTY,R0300893,200
PENALTY,R0200893,-40
PENALTY,R0100893,-21
PENALTY,R0300894,200
PENALTY,R0200894,-40
PENALTY,R0100894,-21
PENALTY,R0300895,200
PENALTY,R0200895,-40
PENALTY,R0100895,-21
PENALTY,R0300896,200
PENALTY,R0200896,-40
PENALTY,R0100896,-21
PENALTY,R0300897,200
PENALTY,R0200897,-40
PENALTY,R0100897,-21
PENALTY,R0300898,290
PENALTY,R0200898,-58
PENALTY,R0100898,-30.45
PENALTY,R0300899,200
PENALTY,R0200899,-40
PENALTY,R0100899,-21
PENALTY,R0300900,340
PENALTY,R0200900,-68
PENALTY,R0100900,-35.7
PENALTY,R0300901,200
PENALTY,R0200901,-40
PENALTY,R0100901,-21
PENALTY,R0300902,200
PENALTY,R0200902,-40
PENALTY,R0100902,-21
PENALTY,R0300903,200
PENALTY,R0200903,-40
PENALTY,R0100903,-21
PENALTY,R0300904,200
PENALTY,R0200904,-40
PENALTY,R0100904,-21
PENALTY,R0300905,210
PENALTY,R0200905,-42
PENALTY,R0100905,-22.05
PENALTY,R0300906,200
PENALTY,R0200906,-40
PENALTY,R0100906,-21
PENALTY,R0300907,460
PENALTY,R0200907,-92
PENALTY,R0100907,-48.3
PENALTY,R0300908,200
PENALTY,R0200908,-40
PENALTY,R0100908,-21
PENALTY,R0300909,200
PENALTY,R0200909,-40
PENALTY,R0100909,-21
PENALTY,R0300910,200
PENALTY,R0200910,-40
PENALTY,R0100910,-21
PENALTY,R0300911,200
PENALTY,R0200911,-40
PENALTY,R0100911,-21
PENALTY,R0300912,200
PENALTY,R0200912,-40
PENALTY,R0100912,-21
PENALTY,R0300913,480
PENALTY,R0200913,-96
PENALTY,R0100913,-50.4
PENALTY,R0300914,200
PENALTY,R0200914,-40
PENALTY,R0100914,-21
PENALTY,R0300915,200
PENALTY,R0200915,-40
PENALTY,R0100915,-21
PENALTY,R0300916,200
PENALTY,R0200916,-40
PENALTY,R0100916,-21
PENALTY,R0300917,530
PENALTY,R0200917,-106
PENALTY,R0100917,-55.65
PENALTY,R0300918,200
PENALTY,R0200918,-40
PENALTY,R0100918,-21
PENALTY,R0300919,200
PENALTY,R0200919,-40
PENALTY,R0100919,-21
PENALTY,R0300920,200
PENALTY,R0200920,-40
PENALTY,R0100920,-21
PENALTY,R0300921,200
PENALTY,R0200921,-40
PENALTY,R0100921,-21
PENALTY,R0300922,200
PENALTY,R0200922,-40
PENALTY,R0100922,-21
PENALTY,R0300923,200
PENALTY,R0200923,-40
PENALTY,R0100923,-21
PENALTY,R0300924,200
PENALTY,R0200924,-40
PENALTY,R0100924,-21
PENALTY,R0300925,200
PENALTY,R0200925,-40
PENALTY,R0100925,-21
PENALTY,R0300926,200
PENALTY,R0200926,-40
PENALTY,R0100926,-21
PENALTY,R0300927,200
PENALTY,R0200927,-40
PENALTY,R0100927,-21
PENALTY,R0300928,200
PENALTY,R0200928,-40
PENALTY,R0100928,-21
PENALTY,R0300929,200
PENALTY,R0200929,-40
PENALTY,R0100929,-21
PENALTY,R0300930,250
PENALTY,R0200930,-50
PENALTY,R0100930,-26.25
PENALTY,R0300931,320
PENALTY,R0200931,-64
PENALTY,R0100931,-33.6
PENALTY,R0300932,200
PENALTY,R0200932,-40
PENALTY,R0100932,-21
PENALTY,R0300933,200
PENALTY,R0200933,-40
PENALTY,R0100933,-21
PENALTY,R0300934,200
PENALTY,R0200934,-40
PENALTY,R0100934,-21
PENALTY,R0300935,570
PENALTY,R0200935,-114
PENALTY,R0100935,-59.85
PENALTY,R0300936,200
PENALTY,R0200936,-40
PENALTY,R0100936,-21
PENALTY,R0300937,200
PENALTY,R0200937,-40
PENALTY,R0100937,-21
PENALTY,R0300938,200
PENALTY,R0200938,-40
PENALTY,R0100938,-21
PENALTY,R0300939,200
PENALTY,R0200939,-40
PENALTY,R0100939,-21
PENALTY,R0300940,200
PENALTY,R0200940,-40
PENALTY,R0100940,-21
PENALTY,R0300941,200
PENALTY,R0200941,-40
PENALTY,R0100941,-21
PENALTY,R0300942,200
PENALTY,R0200942,-40
PENALTY,R0100942,-21
PENALTY,R0300943,220
PENALTY,R0200943,-44
PENALTY,R0100943,-23.1
PENALTY,R0300944,200
PENALTY,R0200944,-40
PENALTY,R0100944,-21
PENALTY,R0300945,200
PENALTY,R0200945,-40
PENALTY,R0100945,-21
PENALTY,R0300946,200
PENALTY,R0200946,-40
PENALTY,R0100946,-21
PENALTY,R0300947,200
PENALTY,R0200947,-40
PENALTY,R0100947,-21
PENALTY,R0300948,210
PENALTY,R0200948,-42
PENALTY,R0100948,-22.05
PENALTY,R0300949,380
PENALTY,R0200949,-76
PENALTY,R0100949,-39.9
PENALTY,R0300950,200
PENALTY,R0200950,-40
PENALTY,R0100950,-21
PENALTY,R0300951,200
PENALTY,R0200951,-40
PENALTY,R0100951,-21
PENALTY,R0300952,1150
PENALTY,R0200952,-230
PENALTY,R0100952,-120.75
PENALTY,R0300953,310
PENALTY,R0200953,-62
PENALTY,R0100953,-32.55
PENALTY,R0300954,200
PENALTY,R0200954,-40
PENALTY,R0100954,-21
PENALTY,R0300955,200
PENALTY,R0200955,-40
PENALTY,R0100955,-21
PENALTY,R0300956,290
PENALTY,R0200956,-58
PENALTY,R0100956,-30.45
PENALTY,R0300957,460
PENALTY,R0200957,-92
PENALTY,R0100957,-48.3
PENALTY,R0300958,200
PENALTY,R0200958,-40
PENALTY,R0100958,-21
PENALTY,R0300959,440
PENALTY,R0200959,-88
PENALTY,R0100959,-46.2
PENALTY,R0300960,200
PENALTY,R0200960,-40
PENALTY,R0100960,-21
PENALTY,R0300961,200
PENALTY,R0200961,-40
PENALTY,R0100961,-21
PENALTY,R0300962,200
PENALTY,R0200962,-40
PENALTY,R0100962,-21
PENALTY,R0300963,560
PENALTY,R0200963,-112
PENALTY,R0100963,-58.8
PENALTY,R0300964,390
PENALTY,R0200964,-78
PENALTY,R0100964,-40.95
PENALTY,R0300965,660
PENALTY,R0200965,-132
PENALTY,R0100965,-69.3
PENALTY,R0300966,200
PENALTY,R0200966,-40
PENALTY,R0100966,-21
PENALTY,R0300967,500
PENALTY,R0200967,-100
PENALTY,R0100967,-52.5
PENALTY,R0300968,370
PENALTY,R0200968,-74
PENALTY,R0100968,-38.85
PENALTY,R0300969,200
PENALTY,R0200969,-40
PENALTY,R0100969,-21
PENALTY,R0300970,200
PENALTY,R0200970,-40
PENALTY,R0100970,-21
PENALTY,R0300971,230
PENALTY,R0200971,-46
PENALTY,R0100971,-24.15
PENALTY,R0300972,200
PENALTY,R0200972,-40
PENALTY,R0100972,-21
PENALTY,R0300973,210
PENALTY,R0200973,-42
PENALTY,R0100973,-22.05
PENALTY,R0300974,200
PENALTY,R0200974,-40
PENALTY,R0100974,-21
PENALTY,R0300975,200
PENALTY,R0200975,-40
PENALTY,R0100975,-21
PENALTY,R0300976,200
PENALTY,R0200976,-40
PENALTY,R0100976,-21
PENALTY,R0300977,200
PENALTY,R0200977,-40
PENALTY,R0100977,-21
PENALTY,R0300978,280
PENALTY,R0200978,-56
PENALTY,R0100978,-29.4
PENALTY,R0300979,200
PENALTY,R0200979,-40
PENALTY,R0100979,-21
PENALTY,R0300980,200
PENALTY,R0200980,-40
PENALTY,R0100980,-21
PENALTY,R0300981,200
PENALTY,R0200981,-40
PENALTY,R0100981,-21
PENALTY,R0300982,200
PENALTY,R0200982,-40
PENALTY,R0100982,-21
PENALTY,R0300983,200
PENALTY,R0200983,-40
PENALTY,R0100983,-21
PENALTY,R0300984,200
PENALTY,R0200984,-40
PENALTY,R0100984,-21
PENALTY,R0300985,200
PENALTY,R0200985,-40
PENALTY,R0100985,-21
PENALTY,R0300986,200
PENALTY,R0200986,-40
PENALTY,R0100986,-21
PENALTY,R0300987,230
PENALTY,R0200987,-46
PENALTY,R0100987,-24.15
PENALTY,R0300988,290
PENALTY,R0200988,-58
PENALTY,R0100988,-30.45
PENALTY,R0300989,200
PENALTY,R0200989,-40
PENALTY,R0100989,-21
PENALTY,R0300990,200
PENALTY,R0200990,-40
PENALTY,R0100990,-21
PENALTY,R0300991,200
PENALTY,R0200991,-40
PENALTY,R0100991,-21
PENALTY,R0300992,260
PENALTY,R0200992,-52
PENALTY,R0100992,-27.3
PENALTY,R0300993,380
PENALTY,R0200993,-76
PENALTY,R0100993,-39.9
PENALTY,R0300994,200
PENALTY,R0200994,-40
PENALTY,R0100994,-21
PENALTY,R0300995,210
PENALTY,R0200995,-42
PENALTY,R0100995,-22.05
PENALTY,R0300996,200
PENALTY,R0200996,-40
PENALTY,R0100996,-21
PENALTY,R0300997,230
PENALTY,R0200997,-46
PENALTY,R0100997,-24.15
PENALTY,R0300998,200
PENALTY,R0200998,-40
PENALTY,R0100998,-21
PENALTY,R0300999,200
PENALTY,R0200999,-40
PENALTY,R0100999,-21
PENALTY,R0301000,200
PENALTY,R0201000,-40
PENALTY,R0101000,-21
PENALTY,R0301001,200
PENALTY,R0201001,-40
PENALTY,R0101001,-21
PENALTY,R0301002,350
PENALTY,R0201002,-70
PENALTY,R0101002,-36.75
PENALTY,R0301003,840
PENALTY,R0201003,-168
PENALTY,R0101003,-88.2
PENALTY,R0301004,200
PENALTY,R0201004,-40
PENALTY,R0101004,-21
PENALTY,R0301005,200
PENALTY,R0201005,-40
PENALTY,R0101005,-21
PENALTY,R0301006,200
PENALTY,R0201006,-40
PENALTY,R0101006,-21
PENALTY,R0301007,200
PENALTY,R0201007,-40
PENALTY,R0101007,-21
PENALTY,R0301008,200
PENALTY,R0201008,-40
PENALTY,R0101008,-21
PENALTY,R0301009,200
PENALTY,R0201009,-40
PENALTY,R0101009,-21
PENALTY,R0301010,300
PENALTY,R0201010,-60
PENALTY,R0101010,-31.5
PENALTY,R0301011,200
PENALTY,R0201011,-40
PENALTY,R0101011,-21
PENALTY,R0301012,200
PENALTY,R0201012,-40
PENALTY,R0101012,-21
PENALTY,R0301013,200
PENALTY,R0201013,-40
PENALTY,R0101013,-21
PENALTY,R0301014,200
PENALTY,R0201014,-40
PENALTY,R0101014,-21
PENALTY,R0301015,280
PENALTY,R0201015,-56
PENALTY,R0101015,-29.4
PENALTY,R0301016,330
PENALTY,R0201016,-66
PENALTY,R0101016,-34.65
PENALTY,R0301017,320
PENALTY,R0201017,-64
PENALTY,R0101017,-33.6
PENALTY,R0301018,200
PENALTY,R0201018,-40
PENALTY,R0101018,-21
PENALTY,R0301019,260
PENALTY,R0201019,-52
PENALTY,R0101019,-27.3
PENALTY,R0301020,200
PENALTY,R0201020,-40
PENALTY,R0101020,-21
PENALTY,R0301021,200
PENALTY,R0201021,-40
PENALTY,R0101021,-21
PENALTY,R0301022,210
PENALTY,R0201022,-42
PENALTY,R0101022,-22.05
PENALTY,R0301023,290
PENALTY,R0201023,-58
PENALTY,R0101023,-30.45
PENALTY,R0301024,200
PENALTY,R0201024,-40
PENALTY,R0101024,-21
PENALTY,R0301025,200
PENALTY,R0201025,-40
PENALTY,R0101025,-21
PENALTY,R0301026,200
PENALTY,R0201026,-40
PENALTY,R0101026,-21
PENALTY,R0301027,280
PENALTY,R0201027,-56
PENALTY,R0101027,-29.4
PENALTY,R0301028,230
PENALTY,R0201028,-46
PENALTY,R0101028,-24.15
PENALTY,R0301029,240
PENALTY,R0201029,-48
PENALTY,R0101029,-25.2
PENALTY,R0301030,200
PENALTY,R0201030,-40
PENALTY,R0101030,-21
PENALTY,R0301031,400
PENALTY,R0201031,-80
PENALTY,R0101031,-42
PENALTY,R0301032,200
PENALTY,R0201032,-40
PENALTY,R0101032,-21
PENALTY,R0301033,240
PENALTY,R0201033,-48
PENALTY,R0101033,-25.2
PENALTY,R0301034,200
PENALTY,R0201034,-40
PENALTY,R0101034,-21
PENALTY,R0301035,200
PENALTY,R0201035,-40
PENALTY,R0101035,-21
PENALTY,R0301036,200
PENALTY,R0201036,-40
PENALTY,R0101036,-21
PENALTY,R0301037,200
PENALTY,R0201037,-40
PENALTY,R0101037,-21
PENALTY,R0301038,200
PENALTY,R0201038,-40
PENALTY,R0101038,-21
PENALTY,R0301039,240
PENALTY,R0201039,-48
PENALTY,R0101039,-25.2
PENALTY,R0301040,380
PENALTY,R0201040,-76
PENALTY,R0101040,-39.9
PENALTY,R0301041,200
PENALTY,R0201041,-40
PENALTY,R0101041,-21
PENALTY,R0301042,250
PENALTY,R0201042,-50
PENALTY,R0101042,-26.25
PENALTY,R0301043,320
PENALTY,R0201043,-64
PENALTY,R0101043,-33.6
PENALTY,R0301044,230
PENALTY,R0201044,-46
PENALTY,R0101044,-24.15
PENALTY,R0301045,200
PENALTY,R0201045,-40
PENALTY,R0101045,-21
PENALTY,R0301046,200
